,crc,take_type,allo_block,wap,sd1_7,max_rate_wap,in_sw_allo,sd1_150,sd1_30,rate_ratio,ExtSiteID
269,CRC154477,Take Groundwater,A,BY20/0078,0.0,75.0,True,0.0,0.0,0.4411764705882353,68801
270,CRC154477,Take Groundwater,A,BY20/0078,0.0,75.0,True,0.0,0.0,0.4411764705882353,168833
271,CRC154478,Take Groundwater,A,K36/0201,59.0,90.0,True,91.0,80.0,1.0,68801
272,CRC154478,Take Groundwater,A,K36/0201,59.0,90.0,True,91.0,80.0,1.0,168833
273,CRC154547,Take Groundwater,A,BY21/0027,0.0,100.0,True,0.0,0.0,1.0,68801
274,CRC154547,Take Groundwater,A,BY21/0027,0.0,100.0,True,0.0,0.0,1.0,168833
275,CRC154761,Take Groundwater,A,K37/2328,49.0,5.0,True,88.0,74.0,1.0,68801
276,CRC154761,Take Groundwater,A,K37/2328,49.0,5.0,True,88.0,74.0,1.0,168833
277,CRC155220,Take Groundwater,A,K36/0322,4.0,38.0,True,65.0,31.0,1.0,68801
278,CRC155220,Take Groundwater,A,K36/0322,4.0,38.0,True,65.0,31.0,1.0,168833
279,CRC156173,Take Groundwater,A,K36/0824,0.0,60.5,True,0.0,0.0,0.5,68801
280,CRC156173,Take Groundwater,A,K36/0824,0.0,60.5,True,0.0,0.0,0.5,168833
281,CRC156173,Take Groundwater,A,K36/0824,0.0,60.5,True,0.0,0.0,0.5,168821
282,CRC180409,Take Groundwater,A,K36/0824,0.0,87.0,True,0.0,0.0,0.5,68801
283,CRC180409,Take Groundwater,A,K36/0824,0.0,87.0,True,0.0,0.0,0.5,168833
284,CRC180409,Take Groundwater,A,K36/0824,0.0,87.0,True,0.0,0.0,0.5,168821
285,CRC156173,Take Groundwater,A,K36/0825,51.0,60.5,True,89.0,75.0,0.5,68801
286,CRC156173,Take Groundwater,A,K36/0825,51.0,60.5,True,89.0,75.0,0.5,168833
287,CRC156173,Take Groundwater,A,K36/0825,51.0,60.5,True,89.0,75.0,0.5,168821
288,CRC180409,Take Groundwater,A,K36/0825,51.0,87.0,True,89.0,75.0,0.5,68801
289,CRC180409,Take Groundwater,A,K36/0825,51.0,87.0,True,89.0,75.0,0.5,168833
290,CRC180409,Take Groundwater,A,K36/0825,51.0,87.0,True,89.0,75.0,0.5,168821
291,CRC156648,Take Groundwater,A,K37/0661,0.0,91.0,True,0.0,0.0,0.5,1688218
292,CRC156648,Take Groundwater,A,K37/0661,0.0,91.0,True,0.0,0.0,0.5,168840
293,CRC156648,Take Groundwater,A,K37/0961,0.0,91.0,True,0.0,0.0,0.5,1688218
294,CRC157702,Take Groundwater,A,K36/0620,0.0,70.0,True,0.0,0.0,1.0,68801
295,CRC157702,Take Groundwater,A,K36/0620,0.0,70.0,True,0.0,0.0,1.0,168833
296,CRC157761,Take Groundwater,A,K36/0792,15.0,65.0,True,75.0,48.0,0.43333333333333335,68801
297,CRC157761,Take Groundwater,A,K36/0792,15.0,65.0,True,75.0,48.0,0.43333333333333335,168833
298,CRC157761,Take Groundwater,A,K36/0793,0.0,30.0,True,0.0,0.0,0.2,68801
299,CRC157761,Take Groundwater,A,K36/0793,0.0,30.0,True,0.0,0.0,0.2,168833
300,CRC157761,Take Groundwater,A,K36/1085,0.0,55.0,True,0.0,0.0,0.36666666666666664,68801
301,CRC157761,Take Groundwater,A,K36/1085,0.0,55.0,True,0.0,0.0,0.36666666666666664,168833
302,CRC158152,Take Groundwater,A,BY20/0103,0.0,120.0,True,0.0,0.0,0.4528301886792453,168834
303,CRC158152,Take Groundwater,A,BY20/0103,0.0,120.0,True,0.0,0.0,0.4528301886792453,68801
304,CRC158152,Take Groundwater,A,BY20/0103,0.0,120.0,True,0.0,0.0,0.4528301886792453,168837
305,CRC158152,Take Groundwater,A,K36/0102,69.0,30.0,False,93.0,85.0,0.11320754716981132,168834
306,CRC158152,Take Groundwater,A,K36/0102,69.0,30.0,False,93.0,85.0,0.11320754716981132,68801
307,CRC158152,Take Groundwater,A,K36/0102,69.0,30.0,False,93.0,85.0,0.11320754716981132,168837
308,CRC158152,Take Groundwater,A,K36/0103,97.0,30.0,False,99.0,99.0,0.11320754716981132,168834
309,CRC158152,Take Groundwater,A,K36/0103,97.0,30.0,False,99.0,99.0,0.11320754716981132,68801
310,CRC158152,Take Groundwater,A,K36/0103,97.0,30.0,False,99.0,99.0,0.11320754716981132,168837
311,CRC158152,Take Groundwater,A,K36/0974,0.0,40.0,True,0.0,0.0,0.1509433962264151,168834
312,CRC158152,Take Groundwater,A,K36/0974,0.0,40.0,True,0.0,0.0,0.1509433962264151,68801
313,CRC158152,Take Groundwater,A,K36/0974,0.0,40.0,True,0.0,0.0,0.1509433962264151,168837
314,CRC158152,Take Groundwater,A,K36/0975,0.0,45.0,False,0.0,0.0,0.16981132075471697,168834
315,CRC158152,Take Groundwater,A,K36/0975,0.0,45.0,False,0.0,0.0,0.16981132075471697,68801
316,CRC158152,Take Groundwater,A,K36/0975,0.0,45.0,False,0.0,0.0,0.16981132075471697,168837
317,CRC158152,Take Surface Water,A,K36/0921,100.0,30.0,True,100.0,100.0,1.0,168834
318,CRC158152,Take Surface Water,A,K36/0921,100.0,30.0,True,100.0,100.0,1.0,68801
319,CRC158152,Take Surface Water,A,K36/0921,100.0,30.0,True,100.0,100.0,1.0,168837
320,CRC951530,Take Surface Water,A,K36/0921,100.0,30.0,True,100.0,100.0,1.0,168834
321,CRC951530,Take Surface Water,A,K36/0921,100.0,30.0,True,100.0,100.0,1.0,68801
322,CRC951530,Take Surface Water,A,K36/0921,100.0,30.0,True,100.0,100.0,1.0,168837
323,CRC160032,Take Groundwater,A,K36/0600,0.0,15.0,True,0.0,0.0,0.14285714285714285,168834
324,CRC160032,Take Groundwater,A,K36/0600,0.0,15.0,True,0.0,0.0,0.14285714285714285,68801
325,CRC160032,Take Groundwater,A,K36/0600,0.0,15.0,True,0.0,0.0,0.14285714285714285,168837
326,CRC160032,Take Groundwater,A,K36/0839,1.0,45.0,True,60.0,24.0,0.42857142857142855,168834
327,CRC160032,Take Groundwater,A,K36/0839,1.0,45.0,True,60.0,24.0,0.42857142857142855,68801
328,CRC160032,Take Groundwater,A,K36/0839,1.0,45.0,True,60.0,24.0,0.42857142857142855,168837
329,CRC160032,Take Groundwater,A,K36/0840,0.0,45.0,True,51.0,14.0,0.42857142857142855,168834
330,CRC160032,Take Groundwater,A,K36/0840,0.0,45.0,True,51.0,14.0,0.42857142857142855,68801
331,CRC160032,Take Groundwater,A,K36/0840,0.0,45.0,True,51.0,14.0,0.42857142857142855,168837
332,CRC161094,Take Groundwater,A,K37/2238,0.0,10.0,True,0.0,0.0,1.0,68801
333,CRC161095,Take Groundwater,A,K37/2239,26.0,5.5,True,81.0,58.0,1.0,68801
334,CRC161447,Take Groundwater,A,K36/0783,0.0,20.0,True,0.0,0.0,0.4444444444444444,68801
335,CRC161447,Take Groundwater,A,K36/0783,0.0,20.0,True,0.0,0.0,0.4444444444444444,168833
336,CRC161447,Take Groundwater,A,K36/1063,0.0,25.0,True,0.0,0.0,0.5555555555555556,68801
337,CRC161447,Take Groundwater,A,K36/1063,0.0,25.0,True,0.0,0.0,0.5555555555555556,168833
338,CRC162931,Take Groundwater,A,BY20/0118,0.0,55.0,True,0.0,0.0,0.4954954954954955,68801
339,CRC162931,Take Groundwater,A,BY20/0118,0.0,55.0,True,0.0,0.0,0.4954954954954955,168833
340,CRC162931,Take Groundwater,A,K36/0936,0.0,56.0,True,0.0,0.0,0.5045045045045045,68801
341,CRC162931,Take Groundwater,A,K36/0936,0.0,56.0,True,0.0,0.0,0.5045045045045045,168833
342,CRC164232,Take Groundwater,A,K36/0320,0.0,5.0,True,39.0,6.0,0.047619047619047616,68801
343,CRC164232,Take Groundwater,A,K36/0320,0.0,5.0,True,39.0,6.0,0.047619047619047616,168833
344,CRC164232,Take Groundwater,A,K36/0804,0.0,100.0,True,28.0,2.0,0.9523809523809523,68801
345,CRC164232,Take Groundwater,A,K36/0804,0.0,100.0,True,28.0,2.0,0.9523809523809523,168833
346,CRC165409,Take Groundwater,A,K36/0581,0.0,65.0,True,0.0,0.0,0.9285714285714286,68801
347,CRC165409,Take Groundwater,A,K36/0581,0.0,65.0,True,0.0,0.0,0.9285714285714286,168833
348,CRC165409,Take Groundwater,A,K36/1067,18.0,5.0,True,77.0,51.0,0.07142857142857142,68801
349,CRC165409,Take Groundwater,A,K36/1067,18.0,5.0,True,77.0,51.0,0.07142857142857142,168833
350,CRC167516,Take Surface Water,B,K36/1005,100.0,200.0,True,100.0,100.0,1.0,68801
351,CRC167516,Take Surface Water,B,K36/1005,100.0,200.0,True,100.0,100.0,1.0,168833
352,CRC167516,Take Surface Water,B,K36/1005,100.0,200.0,True,100.0,100.0,1.0,168821
353,CRC169467,Take Surface Water,A,BX20/0027,100.0,10.0,True,100.0,100.0,0.003937007874015748,68801
354,CRC169467,Take Surface Water,A,BX20/0027,100.0,10.0,True,100.0,100.0,0.003937007874015748,168833
355,CRC169467,Take Surface Water,A,K36/0906,100.0,70.0,True,100.0,100.0,0.027559055118110236,68801
356,CRC169467,Take Surface Water,A,K36/0906,100.0,70.0,True,100.0,100.0,0.027559055118110236,168833
357,CRC169467,Take Surface Water,A,K36/0906,100.0,70.0,True,100.0,100.0,0.027559055118110236,168821
358,CRC169467,Take Surface Water,A,K36/0908,100.0,70.0,True,100.0,100.0,0.027559055118110236,68801
359,CRC169467,Take Surface Water,A,K36/0908,100.0,70.0,True,100.0,100.0,0.027559055118110236,168833
360,CRC169467,Take Surface Water,A,K36/0908,100.0,70.0,True,100.0,100.0,0.027559055118110236,168821
361,CRC169467,Take Surface Water,A,K36/0909,100.0,10.0,True,100.0,100.0,0.003937007874015748,68801
362,CRC169467,Take Surface Water,A,K36/0909,100.0,10.0,True,100.0,100.0,0.003937007874015748,168833
363,CRC169467,Take Surface Water,A,K36/0909,100.0,10.0,True,100.0,100.0,0.003937007874015748,168841
364,CRC169467,Take Surface Water,A,K36/0909,100.0,10.0,True,100.0,100.0,0.003937007874015748,168846
365,CRC169467,Take Surface Water,A,K36/0910,100.0,100.0,True,100.0,100.0,0.03937007874015748,168834
366,CRC169467,Take Surface Water,A,K36/0910,100.0,100.0,True,100.0,100.0,0.03937007874015748,68801
367,CRC169467,Take Surface Water,A,K36/0911,100.0,480.0,True,100.0,100.0,0.1889763779527559,168834
368,CRC169467,Take Surface Water,A,K36/0911,100.0,480.0,True,100.0,100.0,0.1889763779527559,168849
369,CRC169467,Take Surface Water,A,K36/0911,100.0,480.0,True,100.0,100.0,0.1889763779527559,68801
370,CRC169467,Take Surface Water,A,K36/0912,100.0,1700.0,True,100.0,100.0,0.6692913385826772,168834
371,CRC169467,Take Surface Water,A,K36/0912,100.0,1700.0,True,100.0,100.0,0.6692913385826772,68801
372,CRC169467,Take Surface Water,A,K36/0966,100.0,100.0,True,100.0,100.0,0.03937007874015748,68801
373,CRC169467,Take Surface Water,A,K36/0966,100.0,100.0,True,100.0,100.0,0.03937007874015748,168833
374,CRC169467,Take Surface Water,A,K36/0966,100.0,100.0,True,100.0,100.0,0.03937007874015748,168821
375,CRC169502,Take Surface Water,A,BY20/0088,100.0,120.0,True,100.0,100.0,0.03965631196298744,68801
376,CRC169502,Take Surface Water,A,BY20/0088,100.0,120.0,True,100.0,100.0,0.03965631196298744,168833
377,CRC169502,Take Surface Water,A,K36/0904,100.0,40.0,True,100.0,100.0,0.013218770654329148,68801
378,CRC169502,Take Surface Water,A,K36/0904,100.0,40.0,True,100.0,100.0,0.013218770654329148,168833
379,CRC169502,Take Surface Water,A,K36/0905,100.0,110.0,True,100.0,100.0,0.036351619299405155,68801
380,CRC169502,Take Surface Water,A,K36/0905,100.0,110.0,True,100.0,100.0,0.036351619299405155,168833
381,CRC169502,Take Surface Water,A,K36/0905,100.0,110.0,True,100.0,100.0,0.036351619299405155,48
382,CRC169502,Take Surface Water,A,K36/1031,100.0,2500.0,True,100.0,100.0,0.8261731658955717,68801
383,CRC169502,Take Surface Water,A,K36/1031,100.0,2500.0,True,100.0,100.0,0.8261731658955717,168833
384,CRC169502,Take Surface Water,A,K36/1031,100.0,2500.0,True,100.0,100.0,0.8261731658955717,48
385,CRC169502,Take Surface Water,A,K37/2786,100.0,56.0,True,100.0,100.0,0.018506278916060808,68801
386,CRC169502,Take Surface Water,A,K37/2786,100.0,56.0,True,100.0,100.0,0.018506278916060808,168833
387,CRC169502,Take Surface Water,A,K37/2787,100.0,120.0,True,100.0,100.0,0.03965631196298744,68801
388,CRC169502,Take Surface Water,A,K37/2787,100.0,120.0,True,100.0,100.0,0.03965631196298744,168833
389,CRC169502,Take Surface Water,A,K37/2788,100.0,80.0,True,100.0,100.0,0.026437541308658295,68801
390,CRC169502,Take Surface Water,A,K37/2788,100.0,80.0,True,100.0,100.0,0.026437541308658295,168833
391,CRC169504,Take Surface Water,A,BY20/0089,100.0,790.0,True,100.0,100.0,1.0,168834
392,CRC169504,Take Surface Water,A,BY20/0089,100.0,790.0,True,100.0,100.0,1.0,68801
393,CRC169504,Take Surface Water,A,BY20/0089,100.0,790.0,True,100.0,100.0,1.0,168837
394,CRC169922,Take Groundwater,A,K37/1016,0.0,50.0,True,0.0,0.0,1.0,168834
395,CRC169922,Take Groundwater,A,K37/1016,0.0,50.0,True,0.0,0.0,1.0,68801
396,CRC170632,Take Surface Water,A,K36/0869,100.0,45.5,True,100.0,100.0,1.0,68801
397,CRC170632,Take Surface Water,A,K36/0869,100.0,45.5,True,100.0,100.0,1.0,168833
398,CRC171378,Take Groundwater,A,BY20/0128,0.0,40.0,True,0.0,0.0,1.0,68801
399,CRC171378,Take Groundwater,A,BY20/0128,0.0,40.0,True,0.0,0.0,1.0,168833
400,CRC171990,Take Groundwater,A,K36/0574,73.0,25.0,True,94.0,87.0,1.0,68801
401,CRC171990,Take Groundwater,A,K36/0574,73.0,25.0,True,94.0,87.0,1.0,168833
402,CRC172201,Take Groundwater,A,K37/3085,68.0,23.0,False,93.0,84.0,1.0,68801
403,CRC172636,Take Groundwater,A,K37/3194,46.0,4.88,True,87.0,72.0,1.0,68801
404,CRC173404,Take Surface Water,B,K36/1090,100.0,200.0,True,100.0,100.0,1.0,168834
405,CRC173404,Take Surface Water,B,K36/1090,100.0,200.0,True,100.0,100.0,1.0,68801
406,CRC174173,Take Groundwater,A,K37/0455,81.0,4.8,True,96.0,91.0,0.2424242424242424,1688218
407,CRC174173,Take Groundwater,A,K37/0456,0.0,15.0,True,0.0,0.0,0.7575757575757576,1688218
408,CRC174336,Take Groundwater,A,BX20/0015,0.0,3.0,True,0.0,0.0,1.0,68801
409,CRC174336,Take Groundwater,A,BX20/0015,0.0,3.0,True,0.0,0.0,1.0,168833
410,CRC174644,Take Groundwater,A,BX20/0037,0.0,25.0,True,0.0,0.0,0.8928571428571429,168834
411,CRC174644,Take Groundwater,A,BX20/0037,0.0,25.0,True,0.0,0.0,0.8928571428571429,68801
412,CRC174644,Take Groundwater,B,BX20/0037,0.0,25.0,True,0.0,0.0,1.0,168834
413,CRC174644,Take Groundwater,B,BX20/0037,0.0,25.0,True,0.0,0.0,1.0,68801
414,CRC174644,Take Groundwater,A,BX20/0058,100.0,3.0,True,100.0,100.0,0.10714285714285714,168834
415,CRC174644,Take Groundwater,A,BX20/0058,100.0,3.0,True,100.0,100.0,0.10714285714285714,68801
416,CRC175053,Take Surface Water,B,K36/1006,100.0,200.0,True,100.0,100.0,1.0,168834
417,CRC175053,Take Surface Water,B,K36/1006,100.0,200.0,True,100.0,100.0,1.0,68801
418,CRC175063,Take Surface Water,B,K36/0963,100.0,100.0,True,100.0,100.0,1.0,168834
419,CRC175063,Take Surface Water,B,K36/0963,100.0,100.0,True,100.0,100.0,1.0,68801
420,CRC175893,Take Groundwater,A,K37/1427,0.0,4.6,True,0.0,0.0,1.0,1688218
421,CRC175893,Take Groundwater,A,K37/1427,0.0,4.6,True,0.0,0.0,1.0,168840
422,CRC176167,Take Groundwater,A,K37/0354,49.0,20.0,True,88.0,74.0,1.0,68801
423,CRC176167,Take Groundwater,A,K37/0354,49.0,20.0,True,88.0,74.0,1.0,168833
424,CRC176315,Take Groundwater,A,K36/0086,63.0,53.0,True,92.0,82.0,0.5,68801
425,CRC176315,Take Groundwater,A,K36/0086,63.0,53.0,True,92.0,82.0,0.5,168833
426,CRC176315,Take Groundwater,A,K36/0086,63.0,53.0,True,92.0,82.0,0.5,168841
427,CRC176315,Take Groundwater,A,K36/0086,63.0,53.0,True,92.0,82.0,0.5,168846
428,CRC176315,Take Groundwater,A,K36/0116,77.0,53.0,True,95.0,89.0,0.5,68801
429,CRC176315,Take Groundwater,A,K36/0116,77.0,53.0,True,95.0,89.0,0.5,168833
430,CRC176315,Take Groundwater,A,K36/0116,77.0,53.0,True,95.0,89.0,0.5,168841
431,CRC176315,Take Groundwater,A,K36/0116,77.0,53.0,True,95.0,89.0,0.5,168846
432,CRC176317,Take Surface Water,A,K36/0862,100.0,240.0,True,100.0,100.0,1.0,68801
433,CRC176317,Take Surface Water,A,K36/0862,100.0,240.0,True,100.0,100.0,1.0,168833
434,CRC176317,Take Surface Water,A,K36/0862,100.0,240.0,True,100.0,100.0,1.0,168841
435,CRC176317,Take Surface Water,A,K36/0862,100.0,240.0,True,100.0,100.0,1.0,168846
436,CRC176434,Take Surface Water,A,K36/0970,100.0,100.0,True,100.0,100.0,1.0,68801
437,CRC176434,Take Surface Water,A,K36/0970,100.0,100.0,True,100.0,100.0,1.0,168833
438,CRC176434,Take Surface Water,A,K36/0970,100.0,100.0,True,100.0,100.0,1.0,168821
439,CRC180091,Take Groundwater,A,K36/0134,84.0,21.0,True,96.0,92.0,1.0,168834
440,CRC180091,Take Groundwater,A,K36/0134,84.0,21.0,True,96.0,92.0,1.0,68801
441,CRC180091,Take Groundwater,A,K36/0134,84.0,21.0,True,96.0,92.0,1.0,168837
442,CRC180918,Take Groundwater,A,K36/0208,59.0,12.0,True,91.0,79.0,1.0,68801
443,CRC180918,Take Groundwater,A,K36/0208,59.0,12.0,True,91.0,79.0,1.0,168833
444,CRC180918,Take Groundwater,A,K36/0208,59.0,12.0,True,91.0,79.0,1.0,168821
445,CRC181007,Take Groundwater,A,BY21/0093,0.0,30.0,True,0.0,0.0,1.0,68801
446,CRC181007,Take Groundwater,A,BY21/0093,0.0,30.0,True,0.0,0.0,1.0,168833
447,CRC181876,Take Groundwater,A,K37/0556,0.0,14.0,True,0.0,0.0,1.0,1688218
448,CRC181876,Take Groundwater,A,K37/0556,0.0,14.0,True,0.0,0.0,1.0,168840
449,CRC181906,Take Groundwater,A,K36/0758,0.0,36.0,True,0.0,0.0,1.0,68801
450,CRC181906,Take Groundwater,A,K36/0758,0.0,36.0,True,0.0,0.0,1.0,168833
451,CRC181906,Take Groundwater,A,K36/0758,0.0,36.0,True,0.0,0.0,1.0,168841
452,CRC181906,Take Groundwater,A,K36/0758,0.0,36.0,True,0.0,0.0,1.0,168846
453,CRC184301,Take Groundwater,A,BY20/0183,51.0,5.0,True,89.0,75.0,0.03597122302158273,68801
454,CRC184301,Take Groundwater,A,BY20/0183,51.0,5.0,True,89.0,75.0,0.03597122302158273,168833
455,CRC184301,Take Groundwater,A,K37/1536,0.0,62.0,True,0.0,0.0,0.4460431654676259,68801
456,CRC184301,Take Groundwater,A,K37/1536,0.0,62.0,True,0.0,0.0,0.4460431654676259,168833
457,CRC184301,Take Groundwater,A,K37/3080,0.0,72.0,True,0.0,0.0,0.5179856115107914,68801
458,CRC184301,Take Groundwater,A,K37/3080,0.0,72.0,True,0.0,0.0,0.5179856115107914,168833
459,CRC186071,Take Groundwater,A,K37/1522,0.0,60.0,True,0.0,0.0,1.0,68801
460,CRC186071,Take Groundwater,A,K37/1522,0.0,60.0,True,0.0,0.0,1.0,168833
461,CRC190704,Take Groundwater,A,K36/1000,0.0,33.5,False,0.0,0.0,1.0,68801
462,CRC190704,Take Groundwater,A,K36/1000,0.0,33.5,False,0.0,0.0,1.0,168833
463,CRC921547C,Take Surface Water,A,K36/0893,100.0,990.0,True,100.0,100.0,1.0,68801
464,CRC921547C,Take Surface Water,A,K36/0893,100.0,990.0,True,100.0,100.0,1.0,168833
465,CRC921547H,Take Surface Water,A,K36/0895,100.0,230.0,True,100.0,100.0,1.0,168834
466,CRC921547H,Take Surface Water,A,K36/0895,100.0,230.0,True,100.0,100.0,1.0,68801
467,CRC921547H,Take Surface Water,A,K36/0895,100.0,230.0,True,100.0,100.0,1.0,168837
468,CRC921547J,Take Surface Water,A,K36/0894,100.0,230.0,True,100.0,100.0,1.0,68801
469,CRC921547J,Take Surface Water,A,K36/0894,100.0,230.0,True,100.0,100.0,1.0,168833
470,CRC921550B,Take Groundwater,A,K37/0385,29.0,30.0,True,82.0,61.0,1.0,68801
471,CRC921550B,Take Groundwater,A,K37/0385,29.0,30.0,True,82.0,61.0,1.0,168833
472,CRC921550C,Take Groundwater,A,K37/0386,66.0,95.0,True,92.0,83.0,0.5,68801
473,CRC921550C,Take Groundwater,A,K37/0386,66.0,95.0,True,92.0,83.0,0.5,168833
474,CRC921550C,Take Groundwater,A,K37/0390,56.0,95.0,True,90.0,78.0,0.5,68801
475,CRC921550C,Take Groundwater,A,K37/0390,56.0,95.0,True,90.0,78.0,0.5,168833
476,CRC921550D,Take Groundwater,A,K37/0463,78.0,27.0,True,95.0,89.0,1.0,68801
477,CRC921550D,Take Groundwater,A,K37/0463,78.0,27.0,True,95.0,89.0,1.0,168833
478,CRC921550E,Take Groundwater,A,K37/0342,98.0,28.0,True,100.0,99.0,1.0,68801
479,CRC921550E,Take Groundwater,A,K37/0342,98.0,28.0,True,100.0,99.0,1.0,168833
480,CRC921550G,Take Groundwater,A,K37/0388,91.0,36.0,True,98.0,96.0,1.0,68801
481,CRC921550G,Take Groundwater,A,K37/0388,91.0,36.0,True,98.0,96.0,1.0,168833
482,CRC950584,Take Groundwater,A,K36/0136,99.0,38.0,True,100.0,100.0,1.0,68801
483,CRC950584,Take Groundwater,A,K36/0136,99.0,38.0,True,100.0,100.0,1.0,168833
484,CRC950584,Take Groundwater,A,K36/0136,99.0,38.0,True,100.0,100.0,1.0,168841
485,CRC950584,Take Groundwater,A,K36/0136,99.0,38.0,True,100.0,100.0,1.0,168846
486,CRC950885,Take Surface Water,A,K36/0857,100.0,800.0,True,100.0,100.0,0.38095238095238093,68801
487,CRC950885,Take Surface Water,A,K36/0857,100.0,800.0,True,100.0,100.0,0.38095238095238093,168833
488,CRC950885,Take Surface Water,A,K36/0857,100.0,800.0,True,100.0,100.0,0.38095238095238093,168821
489,CRC950930.2,Take Surface Water,A,K36/0857,100.0,800.0,True,100.0,100.0,0.5,68801
490,CRC950930.2,Take Surface Water,A,K36/0857,100.0,800.0,True,100.0,100.0,0.5,168833
491,CRC950930.2,Take Surface Water,A,K36/0857,100.0,800.0,True,100.0,100.0,0.5,168821
492,CRC950931.1,Take Surface Water,A,K36/0857,100.0,500.0,True,100.0,100.0,0.3333333333333333,68801
493,CRC950931.1,Take Surface Water,A,K36/0857,100.0,500.0,True,100.0,100.0,0.3333333333333333,168833
494,CRC950931.1,Take Surface Water,A,K36/0857,100.0,500.0,True,100.0,100.0,0.3333333333333333,168821
495,CRC972504.1,Take Surface Water,A,K36/0857,100.0,800.0,True,100.0,100.0,0.5,68801
496,CRC972504.1,Take Surface Water,A,K36/0857,100.0,800.0,True,100.0,100.0,0.5,168833
497,CRC972504.1,Take Surface Water,A,K36/0857,100.0,800.0,True,100.0,100.0,0.5,168821
498,CRC950885,Take Surface Water,A,K36/0858,100.0,500.0,True,100.0,100.0,0.23809523809523808,68801
499,CRC950885,Take Surface Water,A,K36/0858,100.0,500.0,True,100.0,100.0,0.23809523809523808,168833
500,CRC950885,Take Surface Water,A,K36/0858,100.0,500.0,True,100.0,100.0,0.23809523809523808,168821
501,CRC950931.1,Take Surface Water,A,K36/0858,100.0,500.0,True,100.0,100.0,0.3333333333333333,68801
502,CRC950931.1,Take Surface Water,A,K36/0858,100.0,500.0,True,100.0,100.0,0.3333333333333333,168833
503,CRC950931.1,Take Surface Water,A,K36/0858,100.0,500.0,True,100.0,100.0,0.3333333333333333,168821
504,CRC950885,Take Surface Water,A,K36/0859,100.0,800.0,True,100.0,100.0,0.38095238095238093,68801
505,CRC950885,Take Surface Water,A,K36/0859,100.0,800.0,True,100.0,100.0,0.38095238095238093,168833
506,CRC950885,Take Surface Water,A,K36/0859,100.0,800.0,True,100.0,100.0,0.38095238095238093,168821
507,CRC950930.2,Take Surface Water,A,K36/0859,100.0,800.0,True,100.0,100.0,0.5,68801
508,CRC950930.2,Take Surface Water,A,K36/0859,100.0,800.0,True,100.0,100.0,0.5,168833
509,CRC950930.2,Take Surface Water,A,K36/0859,100.0,800.0,True,100.0,100.0,0.5,168821
510,CRC950931.1,Take Surface Water,A,K36/0859,100.0,500.0,True,100.0,100.0,0.3333333333333333,68801
511,CRC950931.1,Take Surface Water,A,K36/0859,100.0,500.0,True,100.0,100.0,0.3333333333333333,168833
512,CRC950931.1,Take Surface Water,A,K36/0859,100.0,500.0,True,100.0,100.0,0.3333333333333333,168821
513,CRC972504.1,Take Surface Water,A,K36/0859,100.0,800.0,True,100.0,100.0,0.5,68801
514,CRC972504.1,Take Surface Water,A,K36/0859,100.0,800.0,True,100.0,100.0,0.5,168833
515,CRC972504.1,Take Surface Water,A,K36/0859,100.0,800.0,True,100.0,100.0,0.5,168821
516,CRC951118,Take Groundwater,A,K36/0109,35.0,23.0,True,84.0,65.0,1.0,68801
517,CRC951118,Take Groundwater,A,K36/0109,35.0,23.0,True,84.0,65.0,1.0,168833
518,CRC951119,Take Surface Water,A,K36/0861,100.0,23.0,True,100.0,100.0,1.0,68801
519,CRC951119,Take Surface Water,A,K36/0861,100.0,23.0,True,100.0,100.0,1.0,168833
520,CRC951542.1,Take Surface Water,A,K37/2617,100.0,25.0,True,100.0,100.0,1.0,68801
521,CRC951542.1,Take Surface Water,A,K37/2617,100.0,25.0,True,100.0,100.0,1.0,168833
522,CRC951596.1,Take Groundwater,A,K36/0043,72.0,32.0,True,94.0,86.0,1.0,68801
523,CRC951596.1,Take Groundwater,A,K36/0043,72.0,32.0,True,94.0,86.0,1.0,168833
524,CRC951604.1,Take Surface Water,A,K36/0871,100.0,80.0,True,100.0,100.0,1.0,68801
525,CRC951604.1,Take Surface Water,A,K36/0871,100.0,80.0,True,100.0,100.0,1.0,168833
526,CRC951604.1,Take Surface Water,A,K36/0871,100.0,80.0,True,100.0,100.0,1.0,48
527,CRC951747,Take Surface Water,A,K36/0863,100.0,240.0,True,100.0,100.0,1.0,68801
528,CRC951747,Take Surface Water,A,K36/0863,100.0,240.0,True,100.0,100.0,1.0,168833
529,CRC951862.4,Take Surface Water,A,K36/0883,100.0,12.0,True,100.0,100.0,1.0,68801
530,CRC951862.4,Take Surface Water,A,K36/0883,100.0,12.0,True,100.0,100.0,1.0,168833
531,CRC951862.4,Take Surface Water,A,K36/0883,100.0,12.0,True,100.0,100.0,1.0,168821
532,CRC951934.2,Take Surface Water,A,K36/0864,100.0,341.0,True,100.0,100.0,1.0,168834
533,CRC951934.2,Take Surface Water,A,K36/0864,100.0,341.0,True,100.0,100.0,1.0,68801
534,CRC951956,Take Surface Water,A,K37/2632,100.0,38.0,True,100.0,100.0,1.0,68801
535,CRC951956,Take Surface Water,A,K37/2632,100.0,38.0,True,100.0,100.0,1.0,168833
536,CRC951957,Take Surface Water,A,K37/2633,100.0,30.0,True,100.0,100.0,1.0,1688218
537,CRC951957,Take Surface Water,A,K37/2633,100.0,30.0,True,100.0,100.0,1.0,168840
538,CRC952061.1,Take Surface Water,A,K37/2635,100.0,85.0,True,100.0,100.0,1.0,68801
